whatt3$.id,rescaled,year,v2elembaut,v2psbars,v2psparban,v2psoppaut,v2clacjstm,v2clacjstw,v2cldiscm,v2cseeorgs,v2mecenefm,v2mecrit,v2meharjrn,v2mebias,v2caassemb,v2casurv,.imp,.id,country_id,rights,parties,mediacso,rights_scaled,parties_scaled,mediacso_scaled
194,7,1982,-1.590099079357252,-1.0175786497411903,-1.4785903771588034,-1.3662177294398787,-1.306021663209281,-0.7226147101163565,-1.4713495057874046,-1.9170333807107263,-1.5736665357330135,-1.3637588381478722,-1.7218585522309837,-0.802861700439092,-1.1206753319442995,-1.1578703187440147,2,194,36,-5.778531529801357,-5.452485835697124,-7.379179007261687,3.9616828815290446,2.6563647636892096,2.510620410377942
195,7,1983,-1.590099079357252,-1.0175786497411903,-1.4785903771588034,-1.3662177294398787,-1.306021663209281,-0.7226147101163565,-1.4713495057874046,-1.9170333807107263,-1.5736665357330135,-1.3637588381478722,-1.7218585522309837,-0.802861700439092,-0.8681972661230826,-1.0228691551212912,2,195,36,-5.391052300357416,-5.452485835697124,-7.379179007261687,4.11740644260373,2.6563647636892096,2.510620410377942
196,7,1984,-1.590099079357252,-1.0175786497411903,-1.5165870541817486,-1.3662177294398787,-1.306021663209281,-0.7226147101163565,-1.4713495057874046,-1.9170333807107263,-1.5736665357330135,-1.3637588381478722,-1.7218585522309837,-0.802861700439092,-1.0597731287134204,-1.1426852880129534,2,196,36,-5.702444295839416,-5.490482512720069,-7.379179007261687,3.992261488392384,2.6305897035232304,2.510620410377942
197,7,1985,-1.590099079357252,-1.0175786497411903,-1.484018473876367,-1.3662177294398787,-1.306021663209281,-0.7226147101163565,-1.4713495057874046,-1.9170333807107263,-1.5736665357330135,-1.3637588381478722,-1.7218585522309837,-0.802861700439092,-0.7824611547786412,-1.0172527738919945,2,197,36,-5.299699807783678,-5.457913932414688,-7.379179007261687,4.154119985874283,2.6526826122369265,2.510620410377942
198,7,1986,-1.590099079357252,-1.0175786497411903,-1.484018473876367,-1.3662177294398787,-1.306021663209281,-0.7226147101163565,-1.4713495057874046,-1.9170333807107263,-1.5736665357330135,-1.3637588381478722,-1.7218585522309837,-0.802861700439092,-0.9635910084005759,-1.0850653768827616,2,198,36,-5.5486422643963795,-5.457913932414688,-7.379179007261687,4.05407280166252,2.6526826122369265,2.510620410377942
199,7,1987,-1.32390347286766,-1.0175786497411903,-1.484018473876367,-1.3662177294398787,-1.306021663209281,-0.7226147101163565,-1.4713495057874046,-1.9170333807107263,-1.5783968383086715,-1.2651494933832648,-1.7218585522309837,-0.802861700439092,-0.8946079303073472,-0.934671168409373,2,199,36,-5.329264977829762,-5.1917183259250965,-7.285299965072738,4.142238075274942,2.8332565021338034,2.5548117682506755
200,6,1988,-1.32390347286766,-1.0175786497411903,-1.484018473876367,-1.3662177294398787,-1.306021663209281,-0.7226147101163565,-1.42806839334562,-1.9170333807107263,-1.5783968383086715,-1.2651494933832648,-1.7218585522309837,-0.802861700439092,-0.4982508730345389,-0.6688291235559971,2,200,36,-4.623784763261793,-5.1917183259250965,-7.285299965072738,4.425762669452321,2.8332565021338034,2.5548117682506755
201,7,1989,-1.32390347286766,-1.0175786497411903,-1.484018473876367,-1.3662177294398787,-1.306021663209281,-0.7226147101163565,-1.42806839334562,-1.9170333807107263,-1.5783968383086715,-1.2651494933832648,-1.7218585522309837,-0.802861700439092,-0.9060394118199394,-0.9502722273796416,2,201,36,-5.3130164058708385,-5.1917183259250965,-7.285299965072738,4.148768194299523,2.8332565021338034,2.5548117682506755
202,7,1990,-0.9257476511951933,-1.2110901908544398,-1.484018473876367,-1.5849238539166153,-1.306021663209281,-1.4436510750341798,-1.42806839334562,-1.9170333807107263,-1.5783968383086715,-1.2651494933832648,-1.7218585522309837,-0.802861700439092,-0.8327202545322793,-0.908877417578529,2,202,36,-5.919338803699889,-5.205780169842615,-7.285299965072738,3.905094015725412,2.8237176450174353,2.5548117682506755
203,7,1991,-0.9257476511951933,-1.2110901908544398,-1.3048912821967693,-1.3608834337209341,-1.5408337586757521,-1.4436510750341798,-1.42806839334562,-1.9170333807107263,-1.5783968383086715,-1.2651494933832648,-1.7218585522309837,-0.802861700439092,-0.7684674446511577,-1.0530312024638102,2,203,36,-6.23405187417052,-4.802612557967336,-7.285299965072738,3.7786143586847887,3.097206546343836,2.5548117682506755
204,6,1992,-0.9257476511951933,-1.1342547260006497,-0.9032121250970654,-0.8125178338134093,-1.8828721867540803,-1.6499632380428926,-1.1707862249416787,-1.2700355811970176,-1.5783968383086715,-1.2651494933832648,-1.7218585522309837,-0.802861700439092,-0.5116532996355091,-1.3267777838621222,2,204,36,-6.542052733236283,-3.7757323361063175,-6.63830216555903,3.6548322642055235,3.793791131510016,2.859370811829703
205,7,1993,-0.9257476511951933,-1.2412552252044464,-0.7289702204632749,-0.3601695568468906,-1.7444280611033285,-1.6499632380428926,-1.1707862249416787,-1.2700355811970176,-1.2076593739414765,-1.5850285873757717,-1.9453191795904794,-0.802861700439092,-0.46297095595257337,-1.3267777838621222,2,205,36,-6.354926263902596,-3.256142653709805,-6.810904422543837,3.730036295703657,4.146254988212661,2.7781223464618385
206,7,1994,-0.9257476511951933,-1.2412552252044464,-0.7289702204632749,-0.3601695568468906,-1.7444280611033285,-1.6499632380428926,-1.1707862249416787,-1.2700355811970176,-1.2076593739414765,-1.5850285873757717,-1.9453191795904794,-0.802861700439092,-0.46297095595257337,-1.3267777838621222,2,206,36,-6.354926263902596,-3.256142653709805,-6.810904422543837,3.730036295703657,4.146254988212661,2.7781223464618385
207,7,1995,-0.9257476511951933,-1.2412552252044464,-0.7289702204632749,-0.3601695568468906,-1.7444280611033285,-1.6499632380428926,-1.1707862249416787,-1.2700355811970176,-1.2076593739414765,-1.5850285873757717,-1.9453191795904794,-0.802861700439092,-0.46297095595257337,-1.3267777838621222,2,207,36,-6.354926263902596,-3.256142653709805,-6.810904422543837,3.730036295703657,4.146254988212661,2.7781223464618385
208,7,1996,-0.9257476511951933,-1.4865595611450657,-1.0128596787918493,-0.8514581925617062,-1.8815148914045632,-2.1569419321257377,-1.831424316240584,-1.9034253963997303,-1.4092885212288984,-1.5850285873757717,-2.102871475846753,-1.2512881234068653,-0.46297095595257337,-1.3267777838621222,2,208,36,-7.65962987958558,-4.276625083693815,-8.251902104258019,3.2056905301958163,3.454010347575307,2.0998064757242147
209,7,1997,-0.9257476511951933,-1.4865595611450657,-1.3152046659601402,-1.9871297511250527,-1.8815148914045632,-2.311852088651051,-2.1247740783460123,-1.9034253963997303,-1.8468415094772623,-1.2362882217448432,-2.102871475846753,-1.2512881234068653,-0.46297095595257337,-1.3267777838621222,2,209,36,-8.107889798216322,-5.714641629425452,-8.340714726875454,3.025539891111492,2.478531282300108,2.0580000160694194
210,7,1998,-0.9257476511951933,-1.4865595611450657,-1.3152046659601402,-1.9871297511250527,-1.8815148914045632,-2.311852088651051,-2.1247740783460123,-1.9034253963997303,-1.8468415094772623,-1.2362882217448432,-2.102871475846753,-1.2512881234068653,-0.46297095595257337,-1.3267777838621222,2,210,36,-8.107889798216322,-5.714641629425452,-8.340714726875454,3.025539891111492,2.478531282300108,2.0580000160694194
211,7,1999,-0.9257476511951933,-1.4865595611450657,-1.3152046659601402,-1.9871297511250527,-1.8815148914045632,-2.311852088651051,-2.1247740783460123,-1.9034253963997303,-1.8468415094772623,-1.2362882217448432,-2.102871475846753,-1.2512881234068653,-0.46297095595257337,-1.3267777838621222,2,211,36,-8.107889798216322,-5.714641629425452,-8.340714726875454,3.025539891111492,2.478531282300108,2.0580000160694194
212,7,2000,-0.9257476511951933,-1.4865595611450657,-1.3152046659601402,-1.9871297511250527,-1.8815148914045632,-2.311852088651051,-2.1247740783460123,-1.9034253963997303,-1.8468415094772623,-1.2362882217448432,-2.102871475846753,-1.2512881234068653,-0.46297095595257337,-1.3267777838621222,2,212,36,-8.107889798216322,-5.714641629425452,-8.340714726875454,3.025539891111492,2.478531282300108,2.0580000160694194
213,7,2001,-0.9257476511951933,-1.0932758114119614,-1.3917408296777865,-1.427562130207744,-1.5842672098603015,-1.9576711398681748,-1.5482937056839106,-0.44056708296768404,-1.5683449453353984,-1.2362882217448432,-2.102871475846753,-0.6925440298951583,-0.14486041868837018,-0.7177124416628385,2,213,36,-5.952804915763595,-4.838326422492685,-6.040615755789837,3.8916443602345523,3.0729800328951837,3.1407176749199723
214,6,2002,-0.2921111007050109,0.512300828236501,0.5618311789733413,0.02389973491713457,-1.0759601014661198,-0.9535716707540967,-0.07553362953985363,0.18540019533812183,0.08666966832294073,0.4003863907506529,-0.37544550255087544,0.2997186932675743,0.3577305788480103,-0.3651285089347697,2,214,36,-2.1124633318468296,0.8059206414219661,0.5967294451284143,5.435034616401135,6.901757154015493,6.265092298473361
215,6,2003,-0.15616932730541158,0.512300828236501,0.5618311789733413,0.02389973491713457,-1.0386344793543973,-0.9535716707540967,-0.07553362953985363,0.18540019533812183,0.1954666275630745,0.4003863907506529,-0.14005860575365375,0.5310876455435,0.3577305788480103,-0.3651285089347697,2,215,36,-2.075137709735107,0.9418624148215654,1.1722822534416955,5.450035365739123,6.993973307189326,6.536020287657971
216,5.5,2004,-0.15616932730541158,0.512300828236501,0.5618311789733413,0.02389973491713457,-1.0386344793543973,-0.9535716707540967,-0.07553362953985363,0.18540019533812183,0.09258254654251322,0.4003863907506529,-0.14005860575365375,0.5310876455435,0.3577305788480103,-0.3651285089347697,2,216,36,-2.075137709735107,0.9418624148215654,1.069398172421134,5.450035365739123,6.993973307189326,6.487590018901755
217,5,2005,-0.4399975487547842,0.512300828236501,0.3213664943852753,0.02389973491713457,-1.0386344793543973,-0.9535716707540967,-0.019628859302548637,0.18540019533812183,0.32968896314736995,0.4003863907506529,-0.14005860575365375,0.5310876455435,0.34886132595030955,-0.3651285089347697,2,217,36,-2.0281021923955027,0.41756950878412674,1.306504589025991,5.468938413181497,6.638319016958882,6.599202304943379
218,5,2006,-0.4399975487547842,0.512300828236501,0.3213664943852753,0.02389973491713457,-1.0386344793543973,-0.9535716707540967,-0.019628859302548637,0.18540019533812183,0.32968896314736995,0.42744383291167315,-0.11181217813798715,0.5310876455435,0.34886132595030955,-0.3651285089347697,2,218,36,-2.0281021923955027,0.41756950878412674,1.3618084588026778,5.468938413181497,6.638319016958882,6.625235304898041
219,5,2007,-0.4399975487547842,0.512300828236501,0.3213664943852753,0.02389973491713457,-1.0386344793543973,-0.9535716707540967,-0.019628859302548637,0.18540019533812183,0.296576845117764,0.42744383291167315,-0.11181217813798715,0.5310876455435,0.34886132595030955,-0.3651285089347697,2,219,36,-2.0281021923955027,0.41756950878412674,1.3286963407730716,5.468938413181497,6.638319016958882,6.609648551735121
220,5.5,2008,-0.4399975487547842,0.512300828236501,0.3213664943852753,0.02389973491713457,-1.0386344793543973,-0.9535716707540967,-0.019628859302548637,0.16127695042317475,0.296576845117764,0.7142527198184887,-0.11181217813798715,0.5006757471773344,0.34886132595030955,-0.3651285089347697,2,220,36,-2.0281021923955027,0.41756950878412674,1.5609700843987748,5.468938413181497,6.638319016958882,6.718985970286366
221,6,2009,-0.4399975487547842,0.512300828236501,0.3213664943852753,0.02389973491713457,-1.0386344793543973,-0.9535716707540967,-0.019628859302548637,0.16127695042317475,0.33264540225715616,0.7142527198184887,-0.11181217813798715,0.5006757471773344,0.34886132595030955,-0.3651285089347697,2,221,36,-2.0281021923955027,0.41756950878412674,1.597038641538167,5.468938413181497,6.638319016958882,6.735964397838831
222,6,2010,-0.4399975487547842,0.3734278399081689,0.3213664943852753,0.02389973491713457,-1.0386344793543973,-0.9535716707540967,-0.019628859302548637,0.10993773688623616,0.33264540225715616,0.7142527198184887,-0.05092543416643913,0.6014524299985495,0.34886132595030955,-0.3651285089347697,2,222,36,-2.0281021923955027,0.27869652045579457,1.7073628547939914,5.468938413181497,6.544114473034409,6.787896934391594
223,6,2011,-0.4399975487547842,0.3734278399081689,0.3213664943852753,0.02389973491713457,-1.0386344793543973,-0.9535716707540967,-0.019628859302548637,0.10993773688623616,0.33264540225715616,0.7142527198184887,-0.05092543416643913,0.6014524299985495,0.34886132595030955,-0.3651285089347697,2,223,36,-2.0281021923955027,0.27869652045579457,1.7073628547939914,5.468938413181497,6.544114473034409,6.787896934391594
224,6,2012,-0.38198055759679617,0.39050238765345563,0.3658768874692965,0.02389973491713457,-1.0386344793543973,-0.9535716707540967,-0.019628859302548637,0.10993773688623616,0.2995332842275502,0.7142527198184887,-0.05092543416643913,0.6014524299985495,0.34886132595030955,-0.3651285089347697,2,224,36,-2.0281021923955027,0.3982984524430905,1.6742507367643855,5.468938413181497,6.625246488633517,6.772310181228674
225,6,2013,-0.4405663427857448,0.5390509530374502,0.3658768874692965,-0.060382137442193194,-1.0386344793543973,-1.0035654030872663,-0.019628859302548637,0.13467952654259213,0.3208196458180112,0.5939974213250651,-0.10427979744047607,0.6497536803448123,0.34886132595030955,-0.3651285089347697,2,225,36,-2.0780959247286725,0.4039793602788087,1.5949704765900048,5.448846492276451,6.629100134602996,6.734990857682978
226,6,2014,-0.4405663427857448,0.5390509530374502,0.3658768874692965,-0.060382137442193194,-1.0209896398106741,-0.9423054775522557,-0.019628859302548637,0.10808210266200946,0.3208196458180112,0.5939974213250651,-0.10427979744047607,0.46787860188048935,0.27081190045054215,-0.3651285089347697,2,226,36,-2.077240585149706,0.4039793602788087,1.3864979742450991,5.449190243670186,6.629100134602996,6.636857315382815
227,6,2015,-0.4405663427857448,0.5390509530374502,0.3658768874692965,-0.060382137442193194,-1.0209896398106741,-0.9493468483034064,-0.019628859302548637,0.14333915292231666,0.3208196458180112,0.5939974213250651,-0.2348410628640017,0.5364544511375292,0.2524821111286271,-0.3651285089347697,2,227,36,-2.102611745222772,0.4039793602788087,1.3597696083389206,5.438993858690162,6.629100134602996,6.624275563848367
228,6,2016,-0.5366925340180975,0.413268451313838,0.3658768874692965,-0.060382137442193194,-1.1255013817234965,-0.9493468483034064,-0.03706152959160072,0.09880393154087597,0.22325715519506514,0.41241192059999526,-0.3063986794903571,0.44164088564301324,0.2524821111286271,-0.3651285089347697,2,228,36,-2.2245561574246464,0.18207066732284383,0.8697152134885926,5.389985765666734,6.478568289177677,6.393593948069312
229,5.5,2017,-0.6373690774981354,0.5214072537006539,0.08958676454531096,-0.060382137442193194,-1.068494977043775,-0.9099151720969629,-0.017224353055782828,0.09880393154087597,0.3604359298891468,0.6072255041593416,-0.2806630454405275,0.5453991271275778,0.2524821111286271,-0.3651285089347697,2,229,36,-2.108280900002663,-0.08675719669436376,1.3312014472764147,5.436715488900186,6.296208806395779,6.610827771882849
230,5.5,2018,-0.5969847012999282,0.4212365735949718,0.08958676454531096,-0.060382137442193194,-1.2293344759615605,-0.8169690781817747,-0.017224353055782828,0.02086729412335468,0.3604359298891468,0.47013446387683866,-0.2078500320312536,0.5322802690088398,0.2524821111286271,-0.3651285089347697,2,230,36,-2.1761743050052607,-0.14654350060183863,1.1758679248669264,5.409429890093606,6.2556527446279,6.537708158406028
231,5.5,2019,-0.5332797698323335,0.5925512026393487,-0.015718311775422242,-0.060382137442193194,-1.1322878584710825,-0.7366974516186577,0.01944436720739576,0.02086729412335468,0.07780035099358198,0.7701714336179306,-0.276896855091772,0.5322802690088398,0.2524821111286271,-0.3651285089347697,2,231,36,-1.962187340688487,-0.01682901641060028,1.1242224926519353,5.495428853585894,6.343644613822386,6.513397282151974
232,5.5,2020,-0.5332797698323335,0.06722428367602681,0.05376132620939145,0.053238361371330964,-0.9476956909367465,-0.751484330196074,0.01944436720739576,0.02086729412335468,0.37521812543807803,0.7701714336179306,-0.276896855091772,0.5322802690088398,0.2524821111286271,-0.3651285089347697,2,232,36,-1.7923820517315674,-0.3590557985755843,1.4216402670964312,5.563671696753603,6.111494947276937,6.653399725740347
233,6.5,2021,-1.165209938229634,-1.261175530907281,-0.9428372311352794,-1.6788074585700437,-0.9694124165290214,-2.0815992650884256,-1.1942301608476453,-1.219314912401488,-1.2768400491104746,-0.4215585744518978,-1.3050668203020364,-0.7527715148948194,-0.9661532370154673,-0.7233288228921353,2,233,36,-5.934723902372695,-5.048030158842239,-4.975551871160715,3.898910916940342,2.930727424379541,3.6420715254230394
234,7,2022,-1.6014749599764653,-1.3573621498723962,-1.4921606189527126,-1.6788074585700437,-1.156040527087633,-2.47450775300263,-1.441293177702832,-1.9473420730397621,-1.710254022605138,-0.5742828035385459,-1.6145221272914505,-0.9710216090520071,-1.722996150952605,-1.1620306011360866,2,234,36,-7.956868209881787,-6.129805187371617,-6.817422635526904,3.086233775447843,2.1969049264395064,2.775054050536475
235,6.666666666666667,2023,-1.6014749599764653,-1.3573621498723962,-1.8482437636248823,-1.6788074585700437,-1.327059741126797,-2.824463879334816,-1.441293177702832,-2.148369113997654,-1.710254022605138,-0.7077661848662461,-1.6145221272914505,-0.9710216090520071,-1.4486405946503924,-1.1620306011360866,2,235,36,-8.203487993950924,-6.485888332043787,-7.151933057812496,2.9871200473085846,1.955355791169762,2.6175911127102727
309,7,1972,-1.6663174795059812,-2.129700859550866,-2.090879686899974,-0.865860791002857,-2.1787625729488242,-2.210456349834482,-1.8488569865296365,-1.5817821308671027,-1.8758146127531676,-1.5327175325311324,-1.7877668833342057,-2.02649337587775,-2.197205539216343,-0.9660813004695137,2,309,104,-9.4013627489988,-6.752758816959679,-8.804574535363358,2.5057076040010697,1.7743240972382828,1.8396488876204367
310,6.833333333333333,1973,-1.6663174795059812,-2.129700859550866,-2.090879686899974,-0.865860791002857,-2.1787625729488242,-2.210456349834482,-1.8488569865296365,-1.5817821308671027,-1.8758146127531676,-1.5327175325311324,-1.7877668833342057,-2.02649337587775,-2.197205539216343,-0.9660813004695137,2,310,104,-9.4013627489988,-6.752758816959679,-8.804574535363358,2.5057076040010697,1.7743240972382828,1.8396488876204367
311,7,1974,-1.6663174795059812,-2.129700859550866,-2.090879686899974,-0.865860791002857,-2.1787625729488242,-2.210456349834482,-1.8488569865296365,-1.5817821308671027,-1.8758146127531676,-1.5327175325311324,-1.7877668833342057,-2.02649337587775,-2.197205539216343,-0.9660813004695137,2,311,104,-9.4013627489988,-6.752758816959679,-8.804574535363358,2.5057076040010697,1.7743240972382828,1.8396488876204367
312,6.666666666666667,1975,-1.6663174795059812,-2.129700859550866,-2.090879686899974,-0.865860791002857,-1.812292828579187,-1.2908533297342113,-1.4028210777545789,-1.825488758982209,-1.8758146127531676,-1.5327175325311324,-1.269915710380318,-1.582837446771336,-1.5946876256991998,-0.9660813004695137,2,312,104,-7.06673616223669,-6.752758816959679,-8.086774061418163,3.443967872537167,1.7743240972382828,2.1775366300356866
313,6,1976,-1.4899913299081746,-1.82861966764231,-2.090879686899974,-0.865860791002857,-1.3738864306851397,-1.2908533297342113,-1.4028210777545789,-1.825488758982209,-1.8758146127531676,-1.9969029847157478,-1.0521043685439555,-1.582837446771336,-0.9850743098638958,-0.9660813004695137,2,313,104,-6.018716448507339,-6.275351475453316,-8.333148171766416,3.8651552536843097,2.098173547114538,2.0615617944694833
314,7,1977,-1.4899913299081746,-1.82861966764231,-2.090879686899974,-0.865860791002857,-1.3738864306851397,-1.2908533297342113,-1.4028210777545789,-1.825488758982209,-1.8758146127531676,-1.9969029847157478,-1.0521043685439555,-1.582837446771336,-0.9850743098638958,-0.9660813004695137,2,314,104,-6.018716448507339,-6.275351475453316,-8.333148171766416,3.8651552536843097,2.098173547114538,2.0615617944694833
315,7,1978,-1.4899913299081746,-1.82861966764231,-2.090879686899974,-0.865860791002857,-1.3738864306851397,-1.2908533297342113,-1.4028210777545789,-1.825488758982209,-1.8758146127531676,-1.9969029847157478,-1.0521043685439555,-1.582837446771336,-0.9850743098638958,-0.9660813004695137,2,315,104,-6.018716448507339,-6.275351475453316,-8.333148171766416,3.8651552536843097,2.098173547114538,2.0615617944694833
316,7,1979,-1.4899913299081746,-1.82861966764231,-2.090879686899974,-0.865860791002857,-1.3738864306851397,-1.2908533297342113,-1.4028210777545789,-1.825488758982209,-1.8758146127531676,-1.9969029847157478,-1.0521043685439555,-1.582837446771336,-0.9850743098638958,-0.9660813004695137,2,316,104,-6.018716448507339,-6.275351475453316,-8.333148171766416,3.8651552536843097,2.098173547114538,2.0615617944694833
317,7,1980,-1.4899913299081746,-1.82861966764231,-2.090879686899974,-0.865860791002857,-1.3738864306851397,-1.2908533297342113,-1.4028210777545789,-1.825488758982209,-1.8758146127531676,-1.9969029847157478,-1.0521043685439555,-1.582837446771336,-0.9850743098638958,-0.9660813004695137,2,317,104,-6.018716448507339,-6.275351475453316,-8.333148171766416,3.8651552536843097,2.098173547114538,2.0615617944694833
318,7,1981,-1.4899913299081746,-1.82861966764231,-2.090879686899974,-0.865860791002857,-1.3738864306851397,-1.2908533297342113,-1.4028210777545789,-1.825488758982209,-1.8758146127531676,-1.9969029847157478,-1.0521043685439555,-1.582837446771336,-0.9850743098638958,-0.9660813004695137,2,318,104,-6.018716448507339,-6.275351475453316,-8.333148171766416,3.8651552536843097,2.098173547114538,2.0615617944694833
319,7,1982,-1.4899913299081746,-1.82861966764231,-2.090879686899974,-0.865860791002857,-1.3738864306851397,-1.2908533297342113,-1.4028210777545789,-1.825488758982209,-1.8758146127531676,-1.9969029847157478,-1.0521043685439555,-1.582837446771336,-0.9850743098638958,-0.9660813004695137,2,319,104,-6.018716448507339,-6.275351475453316,-8.333148171766416,3.8651552536843097,2.098173547114538,2.0615617944694833
320,7,1983,-1.4899913299081746,-1.82861966764231,-2.090879686899974,-0.865860791002857,-1.3738864306851397,-1.2908533297342113,-1.4028210777545789,-1.825488758982209,-1.8758146127531676,-1.9969029847157478,-1.0521043685439555,-1.582837446771336,-0.9850743098638958,-0.9660813004695137,2,320,104,-6.018716448507339,-6.275351475453316,-8.333148171766416,3.8651552536843097,2.098173547114538,2.0615617944694833
321,7,1984,-1.4899913299081746,-1.82861966764231,-2.090879686899974,-0.865860791002857,-1.3738864306851397,-1.2908533297342113,-1.4028210777545789,-1.825488758982209,-1.8758146127531676,-1.9969029847157478,-1.0521043685439555,-1.582837446771336,-0.9850743098638958,-0.9660813004695137,2,321,104,-6.018716448507339,-6.275351475453316,-8.333148171766416,3.8651552536843097,2.098173547114538,2.0615617944694833
322,7,1985,-1.4899913299081746,-1.82861966764231,-2.090879686899974,-0.865860791002857,-1.3738864306851397,-1.2908533297342113,-1.4028210777545789,-1.825488758982209,-1.8758146127531676,-1.9969029847157478,-1.0521043685439555,-1.582837446771336,-0.9850743098638958,-0.9660813004695137,2,322,104,-6.018716448507339,-6.275351475453316,-8.333148171766416,3.8651552536843097,2.098173547114538,2.0615617944694833
323,7,1986,-1.4899913299081746,-1.82861966764231,-2.090879686899974,-0.865860791002857,-1.3738864306851397,-1.2908533297342113,-1.4028210777545789,-1.825488758982209,-1.6481688012996267,-1.9969029847157478,-1.0521043685439555,-1.582837446771336,-0.9850743098638958,-0.9660813004695137,2,323,104,-6.018716448507339,-6.275351475453316,-8.105502360312876,3.8651552536843097,2.098173547114538,2.168720722464559
324,7,1987,-1.4899913299081746,-1.82861966764231,-2.090879686899974,-0.865860791002857,-1.3738864306851397,-1.2908533297342113,-1.4028210777545789,-1.825488758982209,-1.6481688012996267,-1.9969029847157478,-1.0521043685439555,-1.582837446771336,-0.9850743098638958,-0.9660813004695137,2,324,104,-6.018716448507339,-6.275351475453316,-8.105502360312876,3.8651552536843097,2.098173547114538,2.168720722464559
